experiment_name,split,group_type,group_value,rows,log_mae,p95_abs_pct_error,p99_abs_pct_error,error_gt_20pct_rate
F31_floor_flags_huber_010,recent_holdout,wide_prev_jump_20_group,0,191409,0.05943334275703748,0.1749104078716548,0.3364632574546028,0.03648208809408126
F31_floor_flags_huber_010,recent_holdout,wide_prev_jump_20_group,1,18059,0.1292673998695222,0.3114382528980374,0.5083384934927556,0.18389722576000886
F31_floor_flags_huber_010,recent_holdout,exact_prev_jump_20_group,0,191594,0.059723442964900605,0.1764953056564019,0.3370996778497804,0.037318496403853985
F31_floor_flags_huber_010,recent_holdout,exact_prev_jump_20_group,1,17874,0.12688057214995646,0.3079152013265055,0.5156485719739025,0.17645742419156316
F31_floor_flags_huber_010,recent_holdout,exact_wide_gap_10_group,0,204544,0.0641406477144282,0.19342714253742052,0.35429846795012326,0.046312773779724654
F31_floor_flags_huber_010,recent_holdout,exact_wide_gap_10_group,1,4924,0.12001056700355045,0.3314143183086518,0.5637104664468212,0.16876523151909018
F31_floor_flags_huber_010,recent_holdout,region_prior_missing_group,0,209468,0.06545399143556767,0.19845914549200766,0.362130005197733,0.049191284587621974
F31_floor_flags_huber_010,recent_holdout,wide_region_outlier_20_group,0,70290,0.06286319127631217,0.17843549431786468,0.36065955725404686,0.03740219092331768
F31_floor_flags_huber_010,recent_holdout,wide_region_outlier_20_group,1,139178,0.06676244063870372,0.20846447807301577,0.36252251936273766,0.05514520973142307
F32_floor_bucket_huber_010,valid,exact_prev1_missing_group,0,382467,0.060940532147939847,0.18624299916743245,0.32077393471783805,0.04176830942277373
F32_floor_bucket_huber_010,valid,exact_prev1_missing_group,1,1965,0.4853812406355102,0.9476584455160283,3.0811200592783163,0.5944020356234097
F32_floor_bucket_huber_010,valid,wide_prev1_present_exact_missing_group,0,383760,0.06296971824677093,0.19008650101064758,0.34534856087043897,0.04423337502605795
F32_floor_bucket_huber_010,valid,wide_prev1_present_exact_missing_group,1,672,0.14324043525901667,0.39494513467214004,0.5901776738771773,0.25
F32_floor_bucket_huber_010,valid,exact_prev1_gap_bucket_plus,1-30,250361,0.05356369957063236,0.15962717364242654,0.2632613374275978,0.02590259665043677
F32_floor_bucket_huber_010,valid,exact_prev1_gap_bucket_plus,181-365,14625,0.08729594695476069,0.26059839400886003,0.43188567849754167,0.09709401709401709
F32_floor_bucket_huber_010,valid,exact_prev1_gap_bucket_plus,31-90,76044,0.062097827707031136,0.1841862359937282,0.3069865929623562,0.04008205775603598
F32_floor_bucket_huber_010,valid,exact_prev1_gap_bucket_plus,366-730,6661,0.11629857928872256,0.35885708848242004,0.5776294331853258,0.18976129710253717
F32_floor_bucket_huber_010,valid,exact_prev1_gap_bucket_plus,731+,7988,0.14583997876706792,0.40036908645804076,0.6466698345916722,0.2655232849273911
F32_floor_bucket_huber_010,valid,exact_prev1_gap_bucket_plus,91-180,26788,0.07312886738176237,0.2149158985434605,0.3656494510248071,0.061109451993429896
F32_floor_bucket_huber_010,valid,exact_prev1_gap_bucket_plus,missing_or_negative,1965,0.4853812406355102,0.9476584455160283,3.0811200592783163,0.5944020356234097
F32_floor_bucket_huber_010,valid,prev1_gap_bucket_plus,1-30,258458,0.05419162495207009,0.16174175922123638,0.26764371623280186,0.027029536713895488
F32_floor_bucket_huber_010,valid,prev1_gap_bucket_plus,181-365,13142,0.08955576503831325,0.266954012822408,0.4463110799468646,0.1028001826206057
F32_floor_bucket_huber_010,valid,prev1_gap_bucket_plus,31-90,74756,0.06286389641541479,0.18742744398829794,0.31207056951829243,0.0422708545133501
F32_floor_bucket_huber_010,valid,prev1_gap_bucket_plus,366-730,5694,0.12211799238556073,0.373853432331998,0.583195518912497,0.20741131015103617
F32_floor_bucket_huber_010,valid,prev1_gap_bucket_plus,731+,5847,0.16435983193771866,0.42803086157912806,0.6846098993757034,0.31965110312981015
F32_floor_bucket_huber_010,valid,prev1_gap_bucket_plus,91-180,25242,0.07388455705215717,0.2177466821583419,0.36792213621402564,0.0632279534109817
F32_floor_bucket_huber_010,valid,prev1_gap_bucket_plus,missing_or_negative,1293,0.6631991998103003,1.438730367307893,3.451560127539161,0.7733952049497294
F32_floor_bucket_huber_010,valid,prev2_gap_bucket_plus,1-30,170682,0.05224454463271725,0.155526728106417,0.2568608731218134,0.023945114306136557
F32_floor_bucket_huber_010,valid,prev2_gap_bucket_plus,181-365,26798,0.07386153210014404,0.221991857685463,0.37419138937078994,0.06515411597880438
F32_floor_bucket_huber_010,valid,prev2_gap_bucket_plus,31-90,113092,0.057298870328551924,0.17051782723871667,0.27972708399446516,0.03179712092809394
F32_floor_bucket_huber_010,valid,prev2_gap_bucket_plus,366-730,11654,0.09646245372066078,0.2954703001849307,0.5057723867103613,0.12613694868714603
F32_floor_bucket_huber_010,valid,prev2_gap_bucket_plus,731+,13013,0.12985628669579893,0.3751163380978187,0.6022897496973019,0.21985706601091218
F32_floor_bucket_huber_010,valid,prev2_gap_bucket_plus,91-180,46543,0.06519508247341697,0.1920539371746534,0.3235958173565468,0.04492619727993468
F32_floor_bucket_huber_010,valid,prev2_gap_bucket_plus,missing_or_negative,2650,0.39115474772223685,0.8902610382079358,2.803637643813487,0.48754716981132074
F32_floor_bucket_huber_010,valid,wide_prev_jump_20_group,0,352933,0.05821150123930367,0.1715884916170784,0.3208677862337158,0.03460430166632194
F32_floor_bucket_huber_010,valid,wide_prev_jump_20_group,1,31499,0.11799602780989019,0.29769117848830084,0.46930953046472634,0.15651290517159275
F32_floor_bucket_huber_010,valid,exact_prev_jump_20_group,0,352916,0.05845977689490781,0.17278601826023923,0.32336962689553755,0.03528318353375874
F32_floor_bucket_huber_010,valid,exact_prev_jump_20_group,1,31516,0.11518359005684727,0.2918440239108173,0.4677053015831604,0.14884503109531666
F32_floor_bucket_huber_010,valid,exact_wide_gap_10_group,0,375845,0.061958155895247856,0.18619400947812217,0.339684024028465,0.04208915909483963
F32_floor_bucket_huber_010,valid,exact_wide_gap_10_group,1,8587,0.11352667339297187,0.3111586684168793,0.5069784520662939,0.1541865610807034
F32_floor_bucket_huber_010,valid,region_prior_missing_group,0,384432,0.0631100341461556,0.19071492807902993,0.3467960076933507,0.04459306197194823
F32_floor_bucket_huber_010,valid,wide_region_outlier_20_group,0,142995,0.0611116922902328,0.17284397151928504,0.35317181841871514,0.03523200111892024
F32_floor_bucket_huber_010,valid,wide_region_outlier_20_group,1,241437,0.06429358469428066,0.20029254110283468,0.3442251589098005,0.05013730289889288
F32_floor_bucket_huber_010,test,exact_prev1_missing_group,0,440056,0.05992215064718556,0.18561184796172506,0.322283616641677,0.041656061955751084
F32_floor_bucket_huber_010,test,exact_prev1_missing_group,1,1952,0.5323248482077696,0.9139913531560481,2.6434871067740753,0.6531762295081968
