experiment_name,split,group_type,group_value,rows,log_mae,p95_abs_pct_error,p99_abs_pct_error,error_gt_20pct_rate
F35_prev3_rolling_huber_010,valid,exact_wide_gap_10_group,1,8587,0.11207144575157078,0.3065361238988443,0.5021580542370047,0.14929544660533364
F35_prev3_rolling_huber_010,valid,region_prior_missing_group,0,384432,0.06188528327568305,0.18612826829398918,0.34205023444248667,0.041905980771631914
F35_prev3_rolling_huber_010,valid,wide_region_outlier_20_group,0,142995,0.060275256103916486,0.17051498801044415,0.3521122364658837,0.03393824958914647
F35_prev3_rolling_huber_010,valid,wide_region_outlier_20_group,1,241437,0.06283884812045316,0.19436015450127656,0.33874843841875474,0.046624999482266595
F35_prev3_rolling_huber_010,test,exact_prev1_missing_group,0,440056,0.0592147034949447,0.18235484083009676,0.3173040718670159,0.03931999563691894
F35_prev3_rolling_huber_010,test,exact_prev1_missing_group,1,1952,0.5359463064062128,0.9145876290939644,2.5906756899731147,0.6536885245901639
F35_prev3_rolling_huber_010,test,wide_prev1_present_exact_missing_group,0,441315,0.061157101361154646,0.18586851582267547,0.3405812226809134,0.04163692600523436
F35_prev3_rolling_huber_010,test,wide_prev1_present_exact_missing_group,1,693,0.1650888370538932,0.47268647012698417,0.7551553076267685,0.2943722943722944
F35_prev3_rolling_huber_010,test,exact_prev1_gap_bucket_plus,1-30,297688,0.05228598816680273,0.15882033918774893,0.26789333947917543,0.0261716965413453
F35_prev3_rolling_huber_010,test,exact_prev1_gap_bucket_plus,181-365,16289,0.0853038150518159,0.24565943620232567,0.41438744101976693,0.08717539443796427
F35_prev3_rolling_huber_010,test,exact_prev1_gap_bucket_plus,31-90,82193,0.06156283565921462,0.18439469361834815,0.3166249031528588,0.04064823038458263
F35_prev3_rolling_huber_010,test,exact_prev1_gap_bucket_plus,366-730,7345,0.10932060129143223,0.31393451831149954,0.5241768795331303,0.15071477195371
F35_prev3_rolling_huber_010,test,exact_prev1_gap_bucket_plus,731+,7168,0.15433568744576842,0.4284796251096825,0.7453213692013316,0.26674107142857145
F35_prev3_rolling_huber_010,test,exact_prev1_gap_bucket_plus,91-180,29373,0.07265476107168246,0.21346011876983007,0.35822123650196064,0.05896571681476186
F35_prev3_rolling_huber_010,test,exact_prev1_gap_bucket_plus,missing_or_negative,1952,0.5359463064062128,0.9145876290939644,2.5906756899731147,0.6536885245901639
F35_prev3_rolling_huber_010,test,prev1_gap_bucket_plus,1-30,307053,0.05297595044456745,0.16099406303713318,0.27227471213563953,0.027324273008242878
F35_prev3_rolling_huber_010,test,prev1_gap_bucket_plus,181-365,14560,0.08726166798354598,0.253556866515376,0.4210034018266824,0.0929945054945055
F35_prev3_rolling_huber_010,test,prev1_gap_bucket_plus,31-90,80451,0.06236829715477684,0.1876101822923929,0.32468679817024804,0.04243576835589365
F35_prev3_rolling_huber_010,test,prev1_gap_bucket_plus,366-730,6115,0.11413873324210166,0.3236294320751566,0.5652602676810546,0.16320523303352413
F35_prev3_rolling_huber_010,test,prev1_gap_bucket_plus,731+,5072,0.1778706879189958,0.46985473850960513,0.7983882121185244,0.3280757097791798
